Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
HF952;Air C̫te d'Ivoire;13:10;119;0.51;60;61;58
ET911;Ethiopian Airlines;10:05;348;0.57;150;198;150
TK774;Turkish Airlines;13:20;148;0.63;40;93;55
ET212;Ethiopian Airlines;12:30;231;0.46;30;106;125
KP761;ASKY Airlines;03:10;266;0.43;90;114;152
AF429;Air France;01:20;320;0.47;45;150;170
KP698;ASKY Airlines;01:15;306;0.56;30;171;135
AF498;Air France;10:50;283;0.53;35;150;133
AS709;ASKY Airlines;21:30;346;0.31;60;107;239
KP607;ASKY Airlines;04:05;197;0.44;30;87;110
HF743;Air C̫te d'Ivoire;08:55;301;0.15;105;45;256
AS923;ASKY Airlines;19:50;142;0.47;75;67;75
HF506;Air C̫te d'Ivoire;20:30;84;0.49;90;41;43
KP197;ASKY Airlines;16:55;224;0.53;90;119;105
ET389;Ethiopian Airlines;11:05;229;0.54;60;124;105
AF967;Air France;17:10;238;0.31;90;74;164
ET838;Ethiopian Airlines;02:20;348;0.59;75;205;143
KP255;ASKY Airlines;04:30;90;0.64;30;58;32
AS261;ASKY Airlines;20:25;148;0.64;40;95;53
AS942;ASKY Airlines;19:55;271;0.4;105;108;163
KP816;ASKY Airlines;13:30;181;0.39;90;71;110
AF196;Air France;15:50;111;0.32;50;36;75
SN476;Brussels Airlines;18:25;281;0.23;30;65;216
HF666;Air C̫te d'Ivoire;08:55;345;0.25;35;86;259
AT549;Royal Air Maroc;16:00;187;0.18;120;34;153
AT216;Royal Air Maroc;21:20;133;0.62;120;82;51
AF704;Air France;06:55;269;0.42;105;113;156
KP815;ASKY Airlines;09:00;318;0.61;120;194;124
SN893;Brussels Airlines;03:30;121;0.28;90;34;87
AF605;Air France;09:15;277;0.23;105;64;213
ET288;Ethiopian Airlines;02:20;200;0.13;35;26;174
AS422;ASKY Airlines;23:00;261;0.23;40;60;201
AS279;ASKY Airlines;08:35;179;0.58;40;104;75
ET885;Ethiopian Airlines;12:15;90;0.4;30;36;54
HF280;Air C̫te d'Ivoire;00:10;312;0.32;35;100;212
ET792;Ethiopian Airlines;14:00;196;0.39;120;76;120
KP894;ASKY Airlines;14:15;143;0.59;50;84;59
TK386;Turkish Airlines;10:10;255;0.17;75;43;212
KP717;ASKY Airlines;09:35;162;0.63;60;102;60
KP361;ASKY Airlines;06:40;81;0.45;35;36;45
KP261;ASKY Airlines;00:55;296;0.56;90;166;130
AF586;Air France;06:20;321;0.37;45;119;202
SN280;Brussels Airlines;04:40;139;0.19;150;26;113
KP568;ASKY Airlines;22:00;282;0.39;35;110;172
HF885;Air C̫te d'Ivoire;15:30;119;0.09;45;11;108
KP374;ASKY Airlines;07:50;124;0.56;90;69;55
SN359;Brussels Airlines;21:30;198;0.44;30;87;111
AT432;Royal Air Maroc;01:25;210;0.22;150;46;164
AT565;Royal Air Maroc;07:15;129;0.21;105;27;102
AS512;ASKY Airlines;13:50;167;0.59;90;99;68
TK636;Turkish Airlines;03:40;100;0.55;90;55;45
AF944;Air France;23:10;311;0.51;120;159;152
AS822;ASKY Airlines;14:50;122;0.3;105;37;85
AT916;Royal Air Maroc;06:50;102;0.57;75;58;44
KP950;ASKY Airlines;19:00;295;0.2;150;59;236
HF356;Air C̫te d'Ivoire;07:05;273;0.06;105;16;257
AS948;ASKY Airlines;10:10;294;0.31;30;91;203
AF632;Air France;01:05;258;0.6;30;155;103
ET697;Ethiopian Airlines;08:25;222;0.39;45;87;135
KP149;ASKY Airlines;05:30;105;0.19;35;20;85
KP403;ASKY Airlines;22:20;297;0.44;90;131;166
KP515;ASKY Airlines;00:20;138;0.5;30;69;69
ET404;Ethiopian Airlines;02:30;124;0.38;45;47;77
AS975;ASKY Airlines;09:25;303;0.56;150;170;133
ET912;Ethiopian Airlines;04:55;335;0.41;150;137;198
AS487;ASKY Airlines;11:35;189;0.11;105;21;168
KP964;ASKY Airlines;22:40;329;0.54;35;178;151
AF554;Air France;00:05;156;0.14;60;22;134
KP804;ASKY Airlines;08:55;166;0.58;45;96;70
SN947;Brussels Airlines;20:05;329;0.36;45;118;211
HF757;Air C̫te d'Ivoire;12:00;287;0.49;60;141;146
AF409;Air France;18:30;238;0.63;120;150;88
ET226;Ethiopian Airlines;06:50;91;0.31;45;28;63
HF274;Air C̫te d'Ivoire;15:15;304;0.33;105;100;204
AS165;ASKY Airlines;07:40;111;0.55;90;61;50
KP464;ASKY Airlines;18:25;133;0.12;90;16;117
KP857;ASKY Airlines;06:55;321;0.07;50;22;299
AT462;Royal Air Maroc;22:30;194;0.41;60;80;114
KP270;ASKY Airlines;03:30;183;0.15;30;27;156
ET150;Ethiopian Airlines;09:35;206;0.2;30;41;165
2J427;Air Burkina;00:15;119;0.64;105;76;43
HF970;Air C̫te d'Ivoire;16:10;151;0.44;45;66;85
ET764;Ethiopian Airlines;20:10;314;0.56;40;176;138
AS244;ASKY Airlines;12:45;326;0.59;50;192;134
HF373;Air C̫te d'Ivoire;18:35;326;0.12;105;39;287
ET254;Ethiopian Airlines;12:55;113;0.61;105;69;44
KP607;ASKY Airlines;08:10;208;0.57;40;119;89
KP462;ASKY Airlines;04:35;89;0.08;75;7;82
SN424;Brussels Airlines;22:05;247;0.64;40;158;89
AF947;Air France;00:20;295;0.32;40;94;201
AT754;Royal Air Maroc;01:20;319;0.63;45;201;118
HF397;Air C̫te d'Ivoire;10:30;93;0.54;35;50;43
ET593;Ethiopian Airlines;03:20;169;0.31;60;52;117
ET645;Ethiopian Airlines;08:40;97;0.36;50;35;62
AS566;ASKY Airlines;04:10;248;0.22;120;55;193
AS338;ASKY Airlines;04:40;135;0.34;120;46;89
AS865;ASKY Airlines;07:00;243;0.11;35;27;216
AT616;Royal Air Maroc;01:10;231;0.6;120;139;92
ET983;Ethiopian Airlines;06:15;169;0.48;35;81;88
HF275;Air C̫te d'Ivoire;16:25;101;0.53;35;54;47
KP509;ASKY Airlines;10:45;346;0.37;45;128;218
ET825;Ethiopian Airlines;14:35;325;0.13;40;42;283
ET463;Ethiopian Airlines;02:30;218;0.37;105;81;137
ET122;Ethiopian Airlines;12:35;131;0.25;50;33;98
AF417;Air France;17:25;146;0.06;30;9;137
KP852;ASKY Airlines;19:25;164;0.42;35;69;95
ET375;Ethiopian Airlines;19:25;329;0.56;75;184;145
AS703;ASKY Airlines;02:10;202;0.48;90;97;105
AS328;ASKY Airlines;01:45;281;0.18;60;51;230
ET763;Ethiopian Airlines;04:15;85;0.54;75;46;39
AF207;Air France;19:50;278;0.24;35;67;211
TK900;Turkish Airlines;04:25;303;0.18;60;55;248
ET275;Ethiopian Airlines;12:30;92;0.63;60;58;34
AF419;Air France;07:10;85;0.06;45;5;80
ET385;Ethiopian Airlines;15:15;200;0.15;150;30;170
ET975;Ethiopian Airlines;17:25;124;0.33;45;41;83
KP976;ASKY Airlines;15:00;105;0.15;35;16;89
KP756;ASKY Airlines;00:50;83;0.15;40;12;71
AS113;ASKY Airlines;07:30;289;0.43;120;124;165
ET374;Ethiopian Airlines;20:50;260;0.54;60;140;120
KP926;ASKY Airlines;01:00;332;0.45;45;149;183
KP964;ASKY Airlines;23:50;224;0.11;40;25;199
AS978;ASKY Airlines;04:55;195;0.59;30;115;80
TK622;Turkish Airlines;14:55;109;0.6;150;65;44
AS869;ASKY Airlines;13:45;321;0.22;150;71;250
ET992;Ethiopian Airlines;02:50;84;0.38;150;32;52
AS244;ASKY Airlines;06:50;341;0.34;40;116;225
ET831;Ethiopian Airlines;03:40;185;0.45;30;83;102
AS523;ASKY Airlines;10:45;203;0.64;45;130;73
KP785;ASKY Airlines;11:40;217;0.64;45;139;78
ET315;Ethiopian Airlines;14:50;185;0.36;150;67;118
KP359;ASKY Airlines;05:40;292;0.11;30;32;260
AS674;ASKY Airlines;23:15;135;0.25;75;34;101
KP886;ASKY Airlines;00:05;211;0.3;50;63;148
KP384;ASKY Airlines;17:30;348;0.37;30;129;219
AS583;ASKY Airlines;13:15;201;0.63;50;127;74
KP471;ASKY Airlines;23:20;281;0.21;75;59;222
AT169;Royal Air Maroc;06:00;287;0.37;60;106;181
ET478;Ethiopian Airlines;09:50;169;0.22;120;37;132
ET378;Ethiopian Airlines;08:55;269;0.6;50;161;108
KP401;ASKY Airlines;01:45;344;0.64;90;220;124
SN354;Brussels Airlines;07:25;125;0.57;105;71;54
AS791;ASKY Airlines;21:55;119;0.25;30;30;89
AS794;ASKY Airlines;00:30;146;0.22;60;32;114
ET933;Ethiopian Airlines;19:10;192;0.31;35;60;132
KP523;ASKY Airlines;01:45;141;0.5;90;70;71
KP312;ASKY Airlines;06:05;306;0.06;50;18;288
ET770;Ethiopian Airlines;15:55;253;0.65;30;164;89
HF199;Air C̫te d'Ivoire;21:55;213;0.58;50;124;89
ET928;Ethiopian Airlines;03:45;193;0.06;120;12;181
AF211;Air France;20:30;187;0.28;50;52;135
2J407;Air Burkina;16:00;222;0.46;35;102;120
AS574;ASKY Airlines;03:05;136;0.19;45;26;110
AS211;ASKY Airlines;02:10;130;0.14;60;18;112
KP282;ASKY Airlines;08:15;313;0.43;30;135;178
KP880;ASKY Airlines;21:20;321;0.59;150;189;132
KP914;ASKY Airlines;14:15;337;0.62;105;209;128
SN189;Brussels Airlines;19:45;316;0.06;75;19;297
AF554;Air France;02:10;111;0.57;60;63;48
ET337;Ethiopian Airlines;11:00;327;0.39;30;128;199
KP633;ASKY Airlines;14:30;211;0.19;90;40;171
AT778;Royal Air Maroc;19:55;342;0.42;90;144;198
TK826;Turkish Airlines;07:45;338;0.65;45;220;118
AT157;Royal Air Maroc;11:25;329;0.22;45;72;257
AS717;ASKY Airlines;20:05;344;0.22;30;76;268
ET501;Ethiopian Airlines;12:05;294;0.47;105;138;156
AS941;ASKY Airlines;14:10;294;0.08;90;24;270
KP961;ASKY Airlines;10:35;97;0.54;120;52;45
AS938;ASKY Airlines;16:35;81;0.44;75;36;45
ET618;Ethiopian Airlines;20:45;80;0.55;35;44;36
AF296;Air France;23:45;295;0.19;75;56;239
KP145;ASKY Airlines;11:45;243;0.56;45;136;107
AS496;ASKY Airlines;19:55;270;0.32;40;86;184
ET764;Ethiopian Airlines;17:45;154;0.13;150;20;134
AS875;ASKY Airlines;15:50;105;0.59;120;62;43
AS515;ASKY Airlines;02:55;341;0.47;45;160;181
KP713;ASKY Airlines;08:35;300;0.15;120;45;255
AT434;Royal Air Maroc;06:30;122;0.2;60;24;98
KP732;ASKY Airlines;18:05;201;0.21;75;42;159
AS674;ASKY Airlines;04:00;208;0.63;35;131;77
AS183;ASKY Airlines;18:25;344;0.58;75;200;144
TK114;Turkish Airlines;09:50;150;0.26;120;39;111
AF966;Air France;19:35;338;0.33;35;112;226
AF233;Air France;11:00;280;0.22;150;62;218
AS732;ASKY Airlines;07:10;209;0.5;35;104;105
ET418;Ethiopian Airlines;02:00;160;0.15;30;24;136
AS578;ASKY Airlines;18:45;333;0.25;150;83;250
ET739;Ethiopian Airlines;10:40;144;0.41;75;59;85
SN467;Brussels Airlines;07:30;225;0.58;30;130;95
ET466;Ethiopian Airlines;12:35;213;0.43;40;92;121
HF387;Air C̫te d'Ivoire;22:40;181;0.61;150;110;71
AF912;Air France;22:10;121;0.61;90;74;47
AS791;ASKY Airlines;09:45;275;0.48;30;132;143
SN562;Brussels Airlines;17:50;339;0.22;60;75;264
AS112;ASKY Airlines;11:05;178;0.46;35;82;96
ET635;Ethiopian Airlines;06:25;144;0.17;105;24;120
AS369;ASKY Airlines;10:20;302;0.25;35;76;226
AS169;ASKY Airlines;09:15;324;0.5;60;162;162
AS475;ASKY Airlines;02:25;262;0.56;45;147;115
KP800;ASKY Airlines;06:25;228;0.3;105;68;160
ET356;Ethiopian Airlines;03:55;195;0.36;30;70;125
ET316;Ethiopian Airlines;07:10;337;0.28;30;94;243
AS993;ASKY Airlines;07:05;158;0.34;120;54;104
AS240;ASKY Airlines;05:40;310;0.36;40;112;198
ET260;Ethiopian Airlines;12:35;198;0.47;150;93;105
AS923;ASKY Airlines;11:15;153;0.5;60;76;77
AF251;Air France;02:25;88;0.64;40;56;32
AF958;Air France;05:10;349;0.31;75;108;241
HF359;Air C̫te d'Ivoire;21:50;133;0.1;105;13;120
AF827;Air France;18:35;124;0.46;120;57;67
KP384;ASKY Airlines;10:10;304;0.35;35;106;198
AF709;Air France;03:05;95;0.55;45;52;43
KP641;ASKY Airlines;14:30;291;0.14;40;41;250
AS247;ASKY Airlines;01:10;279;0.44;60;123;156
AT755;Royal Air Maroc;14:40;320;0.33;50;106;214
KP968;ASKY Airlines;16:10;181;0.3;40;54;127
AT669;Royal Air Maroc;01:35;174;0.39;105;68;106
AT892;Royal Air Maroc;06:05;264;0.46;90;121;143
HF378;Air C̫te d'Ivoire;15:40;215;0.56;40;120;95
SN847;Brussels Airlines;04:00;104;0.19;120;20;84
KP996;ASKY Airlines;15:55;129;0.23;50;30;99
KP498;ASKY Airlines;18:10;248;0.38;50;94;154
ET227;Ethiopian Airlines;01:50;179;0.26;50;47;132
KP581;ASKY Airlines;14:05;160;0.39;90;62;98
ET820;Ethiopian Airlines;03:55;91;0.17;40;15;76
AF285;Air France;01:30;287;0.23;40;66;221
AF268;Air France;22:20;156;0.24;90;37;119
AS359;ASKY Airlines;09:35;154;0.65;105;100;54
KP746;ASKY Airlines;21:05;249;0.56;50;139;110
AS606;ASKY Airlines;23:35;258;0.55;120;142;116
KP570;ASKY Airlines;04:30;167;0.36;90;60;107
HF260;Air C̫te d'Ivoire;17:55;344;0.33;50;114;230
KP439;ASKY Airlines;03:50;301;0.09;45;27;274
AS932;ASKY Airlines;00:20;82;0.17;35;14;68
AS205;ASKY Airlines;17:05;197;0.59;150;116;81
ET901;Ethiopian Airlines;19:45;215;0.37;45;80;135
ET574;Ethiopian Airlines;05:50;266;0.64;35;170;96
KP699;ASKY Airlines;19:30;109;0.41;75;45;64
KP582;ASKY Airlines;19:45;146;0.28;75;41;105
AS252;ASKY Airlines;13:15;296;0.21;105;62;234
KP748;ASKY Airlines;09:15;237;0.6;45;142;95
AF884;Air France;17:35;150;0.27;50;40;110
ET248;Ethiopian Airlines;08:25;189;0.14;150;26;163
AS752;ASKY Airlines;11:40;337;0.22;45;74;263
KP551;ASKY Airlines;09:50;169;0.44;45;74;95
2J615;Air Burkina;23:05;136;0.13;50;18;118
ET590;Ethiopian Airlines;23:20;128;0.1;40;13;115
AF575;Air France;20:25;264;0.32;105;84;180
KP637;ASKY Airlines;18:35;278;0.1;75;28;250
ET558;Ethiopian Airlines;05:15;97;0.29;30;28;69
AS877;ASKY Airlines;13:50;277;0.24;30;66;211
ET840;Ethiopian Airlines;07:30;311;0.28;30;87;224
TK880;Turkish Airlines;22:50;106;0.34;40;36;70
KP783;ASKY Airlines;13:30;197;0.16;105;32;165
AS394;ASKY Airlines;10:15;133;0.32;90;43;90
KP534;ASKY Airlines;23:00;231;0.27;105;62;169
KP687;ASKY Airlines;15:10;304;0.53;50;161;143
AS825;ASKY Airlines;19:05;241;0.47;75;113;128
KP475;ASKY Airlines;05:55;229;0.57;120;131;98
AT257;Royal Air Maroc;14:10;295;0.45;105;133;162
ET913;Ethiopian Airlines;14:20;121;0.12;50;15;106
AS760;ASKY Airlines;13:50;240;0.35;90;84;156
SN174;Brussels Airlines;20:55;153;0.5;90;76;77
AS840;ASKY Airlines;11:00;104;0.56;40;58;46
TK403;Turkish Airlines;01:20;321;0.16;50;51;270
AS669;ASKY Airlines;07:05;252;0.18;90;45;207
HF885;Air C̫te d'Ivoire;18:15;238;0.57;120;136;102
ET207;Ethiopian Airlines;13:25;297;0.34;40;101;196
AT286;Royal Air Maroc;04:40;194;0.32;40;62;132
2J328;Air Burkina;23:45;320;0.35;60;112;208
AS930;ASKY Airlines;08:25;291;0.15;75;44;247
TK367;Turkish Airlines;12:45;165;0.43;75;71;94
KP901;ASKY Airlines;08:50;212;0.53;60;112;100
AS969;ASKY Airlines;13:55;347;0.55;75;191;156
KP280;ASKY Airlines;04:05;344;0.07;75;24;320
ET124;Ethiopian Airlines;01:35;172;0.48;45;83;89
AS487;ASKY Airlines;06:20;170;0.1;90;17;153
ET321;Ethiopian Airlines;15:40;224;0.63;90;141;83
ET496;Ethiopian Airlines;10:45;231;0.34;35;79;152
AT610;Royal Air Maroc;10:40;234;0.52;120;122;112
HF660;Air C̫te d'Ivoire;22:15;215;0.42;50;90;125
AS539;ASKY Airlines;11:00;332;0.62;35;206;126
KP410;ASKY Airlines;12:50;108;0.63;40;68;40
AS373;ASKY Airlines;07:40;162;0.22;40;36;126
KP316;ASKY Airlines;23:40;113;0.34;50;38;75
KP771;ASKY Airlines;15:35;183;0.35;90;64;119
AS507;ASKY Airlines;20:20;312;0.16;40;50;262
KP368;ASKY Airlines;00:20;316;0.59;75;186;130
TK737;Turkish Airlines;12:45;302;0.26;50;79;223
ET574;Ethiopian Airlines;10:25;169;0.1;120;17;152
AS424;ASKY Airlines;03:00;319;0.14;120;45;274
ET455;Ethiopian Airlines;03:40;297;0.36;120;107;190
AS141;ASKY Airlines;14:20;261;0.58;45;151;110
KP770;ASKY Airlines;02:30;336;0.43;35;144;192
ET301;Ethiopian Airlines;23:50;311;0.18;60;56;255
ET465;Ethiopian Airlines;18:35;268;0.23;45;62;206
AS943;ASKY Airlines;20:20;334;0.64;45;214;120
2J387;Air Burkina;01:10;124;0.08;50;10;114
HF702;Air C̫te d'Ivoire;05:25;165;0.65;105;107;58
ET580;Ethiopian Airlines;21:30;280;0.59;30;165;115
ET736;Ethiopian Airlines;23:15;291;0.46;50;134;157
ET600;Ethiopian Airlines;07:40;198;0.62;50;123;75
AS151;ASKY Airlines;16:50;234;0.14;35;33;201
AS202;ASKY Airlines;04:15;265;0.62;40;164;101
KP523;ASKY Airlines;01:50;276;0.18;45;50;226
ET798;Ethiopian Airlines;11:45;280;0.38;30;106;174
ET304;Ethiopian Airlines;04:05;345;0.34;120;117;228
AS715;ASKY Airlines;09:40;315;0.36;40;113;202
TK728;Turkish Airlines;08:15;273;0.21;30;57;216
SN569;Brussels Airlines;19:15;104;0.52;30;54;50
AF565;Air France;07:45;338;0.5;105;169;169
ET403;Ethiopian Airlines;00:00;150;0.62;45;93;57
HF704;Air C̫te d'Ivoire;23:05;107;0.35;45;37;70
KP755;ASKY Airlines;05:55;90;0.38;45;34;56
AT209;Royal Air Maroc;23:10;197;0.59;150;116;81
KP664;ASKY Airlines;21:30;287;0.6;105;172;115
AT614;Royal Air Maroc;10:55;172;0.44;150;76;96
AS345;ASKY Airlines;02:40;220;0.54;90;119;101
HF488;Air C̫te d'Ivoire;14:55;90;0.35;45;31;59
TK749;Turkish Airlines;10:20;318;0.28;60;89;229
AS451;ASKY Airlines;23:15;343;0.57;35;196;147
ET898;Ethiopian Airlines;04:05;342;0.52;60;178;164
2J165;Air Burkina;15:55;148;0.2;30;30;118
ET559;Ethiopian Airlines;20:30;149;0.08;50;12;137
HF446;Air C̫te d'Ivoire;06:25;264;0.39;90;103;161
ET424;Ethiopian Airlines;05:55;203;0.55;30;112;91
KP766;ASKY Airlines;08:55;301;0.2;150;60;241
KP132;ASKY Airlines;06:30;90;0.51;35;46;44
AS286;ASKY Airlines;02:35;245;0.3;40;74;171
AT291;Royal Air Maroc;10:40;170;0.25;75;42;128
KP699;ASKY Airlines;11:45;327;0.15;90;49;278
ET527;Ethiopian Airlines;20:20;236;0.61;45;144;92
ET450;Ethiopian Airlines;10:50;167;0.19;90;32;135
ET207;Ethiopian Airlines;01:20;307;0.22;30;68;239
HF339;Air C̫te d'Ivoire;00:15;213;0.25;40;53;160
2J315;Air Burkina;23:50;345;0.22;45;76;269
KP664;ASKY Airlines;23:10;163;0.15;50;24;139
AT429;Royal Air Maroc;01:30;291;0.26;150;76;215
AT660;Royal Air Maroc;13:20;297;0.33;105;98;199
ET980;Ethiopian Airlines;12:30;316;0.38;35;120;196
TK725;Turkish Airlines;23:05;230;0.14;75;32;198
AS706;ASKY Airlines;04:40;253;0.52;40;132;121
KP636;ASKY Airlines;01:40;219;0.24;120;53;166
HF743;Air C̫te d'Ivoire;22:40;134;0.6;35;80;54
KP494;ASKY Airlines;22:20;220;0.25;105;55;165
HF244;Air C̫te d'Ivoire;18:45;153;0.57;40;87;66
HF975;Air C̫te d'Ivoire;16:55;214;0.26;90;56;158
AS297;ASKY Airlines;10:40;209;0.35;30;73;136
HF936;Air C̫te d'Ivoire;15:00;311;0.27;50;84;227
AS768;ASKY Airlines;19:05;105;0.28;50;29;76
ET184;Ethiopian Airlines;17:45;148;0.42;60;62;86
ET556;Ethiopian Airlines;19:20;141;0.47;75;66;75
SN575;Brussels Airlines;07:20;279;0.57;40;159;120
KP986;ASKY Airlines;01:25;246;0.39;50;96;150
ET171;Ethiopian Airlines;16:35;195;0.18;90;35;160
AF322;Air France;10:55;218;0.64;60;140;78
AF375;Air France;13:00;311;0.46;35;143;168
AF894;Air France;15:45;293;0.27;75;79;214
AS345;ASKY Airlines;14:55;287;0.63;40;181;106
KP672;ASKY Airlines;14:40;181;0.63;120;114;67
AS570;ASKY Airlines;02:15;89;0.1;105;9;80
AT553;Royal Air Maroc;06:35;202;0.06;45;12;190
KP106;ASKY Airlines;11:55;83;0.08;150;7;76
AS103;ASKY Airlines;21:55;338;0.46;45;155;183
TK842;Turkish Airlines;21:20;288;0.48;45;138;150
KP224;ASKY Airlines;22:00;345;0.48;120;166;179
2J114;Air Burkina;23:40;341;0.43;120;147;194
AF624;Air France;02:35;110;0.22;90;24;86
AT729;Royal Air Maroc;18:20;255;0.15;30;38;217
AS874;ASKY Airlines;09:50;88;0.61;40;54;34
AS617;ASKY Airlines;07:15;283;0.6;90;170;113
AF419;Air France;15:35;187;0.2;75;37;150
HF330;Air C̫te d'Ivoire;15:40;203;0.15;60;30;173
AF129;Air France;11:30;317;0.28;75;89;228
AS255;ASKY Airlines;22:15;209;0.08;30;17;192
AT729;Royal Air Maroc;04:30;313;0.15;90;47;266
AT951;Royal Air Maroc;19:25;83;0.28;45;23;60
AF804;Air France;05:50;299;0.19;30;57;242
AT498;Royal Air Maroc;05:55;341;0.49;45;167;174
HF445;Air C̫te d'Ivoire;07:10;109;0.59;35;64;45
ET294;Ethiopian Airlines;16:45;156;0.6;50;94;62
AS476;ASKY Airlines;11:10;262;0.41;30;107;155
ET588;Ethiopian Airlines;21:00;281;0.47;30;132;149
KP461;ASKY Airlines;13:20;236;0.35;50;83;153
AS343;ASKY Airlines;01:35;179;0.14;35;25;154
KP706;ASKY Airlines;18:55;201;0.43;105;86;115
KP688;ASKY Airlines;05:25;189;0.26;120;49;140
KP612;ASKY Airlines;17:35;246;0.05;75;12;234
AS673;ASKY Airlines;03:30;209;0.39;45;82;127
AT306;Royal Air Maroc;21:05;349;0.17;75;59;290
TK253;Turkish Airlines;04:35;217;0.58;90;126;91
AS147;ASKY Airlines;05:15;255;0.61;90;156;99
TK748;Turkish Airlines;14:50;143;0.15;90;21;122
ET100;Ethiopian Airlines;05:20;210;0.07;50;15;195
KP867;ASKY Airlines;07:50;267;0.05;75;13;254
KP206;ASKY Airlines;08:35;226;0.6;150;136;90
ET272;Ethiopian Airlines;20:20;99;0.14;75;14;85
AT605;Royal Air Maroc;21:20;121;0.31;35;38;83
AF229;Air France;05:25;219;0.08;40;18;201
AS393;ASKY Airlines;21:30;88;0.27;150;24;64
AS546;ASKY Airlines;01:40;158;0.52;35;82;76
AS115;ASKY Airlines;15:50;227;0.29;40;66;161
KP984;ASKY Airlines;19:30;272;0.52;105;141;131
KP302;ASKY Airlines;00:25;338;0.46;75;155;183
AS870;ASKY Airlines;15:55;215;0.36;45;77;138
AT625;Royal Air Maroc;00:45;118;0.49;90;58;60
SN607;Brussels Airlines;00:15;229;0.58;75;133;96
AS579;ASKY Airlines;06:50;84;0.53;120;45;39
SN962;Brussels Airlines;15:45;315;0.47;60;148;167
KP441;ASKY Airlines;16:55;315;0.47;45;148;167
ET806;Ethiopian Airlines;15:05;184;0.15;50;28;156
AS258;ASKY Airlines;15:50;286;0.62;120;177;109
ET260;Ethiopian Airlines;05:50;318;0.17;90;54;264
TK353;Turkish Airlines;17:40;131;0.26;40;34;97
ET996;Ethiopian Airlines;21:45;187;0.36;150;67;120
AS626;ASKY Airlines;21:50;112;0.13;40;15;97
ET648;Ethiopian Airlines;02:20;101;0.41;50;41;60
KP585;ASKY Airlines;07:20;90;0.16;105;14;76
HF531;Air C̫te d'Ivoire;03:50;206;0.6;50;124;82
ET126;Ethiopian Airlines;22:55;129;0.58;30;75;54
AS111;ASKY Airlines;03:10;277;0.38;50;105;172
ET166;Ethiopian Airlines;16:10;96;0.32;105;31;65
ET641;Ethiopian Airlines;21:00;123;0.11;75;14;109
AS314;ASKY Airlines;04:55;264;0.54;105;143;121
AF293;Air France;13:50;118;0.28;120;33;85
KP389;ASKY Airlines;14:20;216;0.2;120;43;173
AF643;Air France;11:10;243;0.65;50;158;85
AT984;Royal Air Maroc;12:50;110;0.45;40;50;60
AT138;Royal Air Maroc;23:05;102;0.09;35;9;93
ET963;Ethiopian Airlines;22:50;278;0.53;105;147;131
ET305;Ethiopian Airlines;17:40;253;0.5;50;126;127
KP654;ASKY Airlines;13:45;137;0.29;150;40;97
AT583;Royal Air Maroc;23:25;275;0.12;30;33;242
KP595;ASKY Airlines;18:10;167;0.35;35;58;109
ET870;Ethiopian Airlines;21:30;221;0.51;35;113;108
KP173;ASKY Airlines;06:55;286;0.1;45;29;257
KP930;ASKY Airlines;05:40;251;0.15;60;38;213
ET978;Ethiopian Airlines;04:40;127;0.42;90;53;74
AS885;ASKY Airlines;03:00;240;0.39;40;94;146
AF934;Air France;17:05;244;0.59;120;144;100
KP801;ASKY Airlines;13:35;296;0.54;120;160;136
AS556;ASKY Airlines;15:50;196;0.6;60;118;78
ET913;Ethiopian Airlines;22:00;330;0.33;45;109;221
KP942;ASKY Airlines;22:50;323;0.52;90;168;155
AS452;ASKY Airlines;19:55;326;0.08;105;26;300
AF893;Air France;13:50;152;0.23;105;35;117
KP777;ASKY Airlines;04:10;274;0.44;60;121;153
HF889;Air C̫te d'Ivoire;21:50;346;0.51;35;176;170
AS552;ASKY Airlines;10:30;166;0.39;35;65;101
KP549;ASKY Airlines;11:35;325;0.34;120;111;214
AF684;Air France;17:20;237;0.19;105;45;192
KP150;ASKY Airlines;03:05;115;0.15;50;17;98
KP782;ASKY Airlines;12:10;315;0.58;75;183;132
AS614;ASKY Airlines;19:40;327;0.14;60;46;281
AS987;ASKY Airlines;12:50;179;0.31;105;55;124
HF949;Air C̫te d'Ivoire;03:45;306;0.58;50;177;129
KP994;ASKY Airlines;22:30;198;0.14;90;28;170
AT953;Royal Air Maroc;22:00;275;0.13;45;36;239
HF726;Air C̫te d'Ivoire;06:10;167;0.47;75;78;89
KP534;ASKY Airlines;22:40;115;0.25;105;29;86
SN876;Brussels Airlines;01:30;107;0.31;35;33;74
KP762;ASKY Airlines;20:55;118;0.43;105;51;67
TK367;Turkish Airlines;17:05;84;0.28;90;24;60
AS699;ASKY Airlines;20:25;220;0.53;120;117;103
AF929;Air France;05:40;307;0.63;30;193;114
ET853;Ethiopian Airlines;15:15;88;0.61;120;54;34
AS428;ASKY Airlines;02:45;136;0.38;75;52;84
ET944;Ethiopian Airlines;21:05;257;0.26;50;67;190
AF139;Air France;14:10;161;0.31;50;50;111
AS589;ASKY Airlines;20:30;164;0.25;75;41;123
KP372;ASKY Airlines;19:15;144;0.32;150;46;98
AF218;Air France;09:30;215;0.06;120;13;202
